image,x1,y1,x2,y2,Car Name,class_id
00057.jpg,48.53333333333334,62.0722891566265,181.44,197.46184738955822,['Bentley Continental Flying Spur Sedan 2007'],44
00058.jpg,9.476923076923077,40.41237113402062,220.55384615384617,199.7525773195876,['Chevrolet Avalanche Crew Cab 2012'],65
00059.jpg,23.799999999999997,42.46666666666667,212.45,165.2,['Dodge Dakota Crew Cab 2010'],90
00060.jpg,72.24000000000001,89.60000000000001,193.20000000000002,200.85333333333335,['HUMMER H3T Crew Cab 2010'],124
00061.jpg,2.4086021505376345,30.492146596858635,221.3724340175953,217.54973821989526,['Ford F-150 Regular Cab 2007'],114
00062.jpg,9.457777777777778,16.8,211.55555555555554,212.0,['Volkswagen Golf Hatchback 2012'],190
00063.jpg,37.984496124031004,95.50387596899225,201.42635658914728,187.24547803617568,['Ferrari FF Coupe 2012'],101
00064.jpg,21.21875,11.375,202.34375,204.16666666666669,['Toyota Camry Sedan 2012'],187
00065.jpg,28.224,108.58725761772853,186.816,198.55955678670358,['Aston Martin V8 Vantage Convertible 2012'],8
00066.jpg,25.945945945945947,45.03092783505154,191.13513513513516,144.3298969072165,['Audi 100 Sedan 1994'],17
00067.jpg,45.15,41.53333333333333,207.89999999999998,201.6,['Ford Ranger SuperCab 2011'],111
00068.jpg,11.2,21.990867579908674,209.29999999999998,178.99543378995432,['GMC Canyon Extended Cab 2012'],122
00069.jpg,39.760000000000005,52.1125703564728,189.00000000000003,187.01688555347093,['Acura TSX Sedan 2012'],5
00070.jpg,30.800000000000004,58.42666666666667,147.56,182.18666666666667,['BMW 3 Series Sedan 2012'],29
00071.jpg,2.786936236391913,8.813114754098361,222.60653188180405,219.59344262295082,['Honda Odyssey Minivan 2012'],126
00072.jpg,16.099999999999998,71.4164705882353,206.14999999999998,197.38352941176473,['Dodge Durango SUV 2012'],94
00073.jpg,10.5,11.2,219.79999999999998,214.66666666666666,['Ford F-450 Super Duty Crew Cab 2012'],106
00074.jpg,9.799999999999999,11.2,216.29999999999998,208.13333333333333,['Ford F-450 Super Duty Crew Cab 2012'],106
00075.jpg,18.327272727272728,57.95804195804196,212.59636363636363,198.15384615384616,['Toyota Corolla Sedan 2012'],188
00076.jpg,8.96,32.34224598930481,212.05333333333334,198.84491978609623,['Chevrolet Camaro Convertible 2012'],59
00077.jpg,1.5765765765765765,2.601021830004645,220.84684684684683,209.85044124477474,['Ford Edge SUV 2012'],110
00078.jpg,12.6,41.06666666666667,213.85,194.6,['Bentley Continental GT Coupe 2007'],43
00079.jpg,49.28,60.179104477611936,223.70133333333334,202.98507462686567,['Hyundai Veracruz SUV 2012'],133
00080.jpg,14.933333333333334,21.0,218.02666666666667,217.0,['Ford Ranger SuperCab 2011'],111
00081.jpg,4.072727272727273,40.93023255813954,219.92727272727274,201.67441860465115,['Aston Martin V8 Vantage Convertible 2012'],8
00082.jpg,22.049999999999997,52.733333333333334,208.95,192.73333333333335,['Volkswagen Beetle Hatchback 2012'],192
00083.jpg,41.06666666666667,47.78666666666666,219.52,204.08888888888887,['Audi 100 Wagon 1994'],18
00084.jpg,9.45,31.266666666666666,217.0,221.20000000000002,['Ford E-Series Wagon Van 2012'],116
00085.jpg,5.25,37.333333333333336,220.14999999999998,187.6,['Buick Verano Sedan 2012'],49
00086.jpg,17.770666666666667,73.04347826086956,211.45600000000002,212.0695652173913,['Jeep Patriot SUV 2012'],145
00087.jpg,8.154175588865096,34.46153846153846,218.24411134903642,205.81196581196582,['Buick Verano Sedan 2012'],49
00088.jpg,14.777777777777777,20.279835390946502,205.07407407407408,201.76131687242798,['Nissan Juke Hatchback 2012'],170
00089.jpg,10.71875,56.87500000000001,219.40625,179.95833333333334,['Audi S6 Sedan 2011'],20
00090.jpg,3.7333333333333334,42.80888888888889,221.01333333333335,210.0622222222222,['Ford F-150 Regular Cab 2007'],114
00091.jpg,17.15,26.6,172.89999999999998,195.53333333333333,['Mercedes-Benz S-Class Sedan 2012'],165
00092.jpg,37.70666666666667,55.668639053254445,183.68,180.2603550295858,['Hyundai Sonata Sedan 2012'],138
00093.jpg,18.734545454545454,64.87431693989072,210.15272727272728,176.2622950819672,['Rolls-Royce Phantom Drophead Coupe Convertible 2012'],175
00094.jpg,5.414758269720101,27.372708757637476,223.14503816793894,200.73319755600815,['Ford GT Coupe 2006'],112
00095.jpg,19.25,48.98209718670076,212.27499999999998,185.616368286445,['GMC Canyon Extended Cab 2012'],122
00096.jpg,21.840000000000003,56.633962264150945,193.76000000000002,174.12830188679246,['Ferrari 458 Italia Coupe 2012'],104
00097.jpg,8.615384615384615,27.03448275862069,218.25641025641025,193.10344827586206,['Chevrolet Corvette Ron Fellows Edition Z06 2007'],57
00098.jpg,22.75,19.455399061032864,202.29999999999998,189.29577464788733,['Cadillac CTS-V Sedan 2012'],51
00099.jpg,11.858823529411765,35.09138381201045,213.45882352941177,212.88772845953005,['BMW X3 SUV 2012'],37
00100.jpg,10.266666666666667,112.0,211.86666666666667,220.88888888888889,['Chevrolet Express Van 2007'],71
00101.jpg,15.3125,11.375,205.625,216.41666666666669,['Volvo C30 Hatchback 2012'],193
00102.jpg,46.2,80.88888888888889,184.8,138.13333333333333,['Fisker Karma Sedan 2012'],105
00103.jpg,29.749999999999996,49.93333333333334,213.14999999999998,177.8,['Chevrolet Impala Sedan 2007'],61
00104.jpg,0.4666666666666667,47.28888888888889,224.0,196.0,['Chevrolet Silverado 1500 Extended Cab 2012'],74
00105.jpg,12.46875,77.58333333333334,211.53125,181.70833333333334,['Hyundai Veracruz SUV 2012'],133
00106.jpg,51.52,74.66666666666667,176.21333333333334,160.28444444444443,['Mercedes-Benz C-Class Sedan 2012'],162
00107.jpg,19.47826086956522,20.923076923076923,202.08695652173915,200.6153846153846,['Hyundai Santa Fe SUV 2012'],131
00108.jpg,7.39622641509434,38.0377358490566,224.0,207.09433962264148,['Dodge Sprinter Cargo Van 2009'],88
00109.jpg,15.567567567567568,16.164948453608247,214.4864864864865,193.97938144329896,['GMC Acadia SUV 2012'],121
00110.jpg,7.093333333333334,1.1256281407035176,220.64000000000001,217.80904522613065,['Spyker C8 Coupe 2009'],180
00111.jpg,14.560000000000002,2.526315789473684,212.52,216.0,['Spyker C8 Coupe 2009'],180
00112.jpg,103.488,84.2043795620438,192.64000000000001,184.75912408759123,['Hyundai Genesis Sedan 2012'],137
00113.jpg,19.90625,48.6099706744868,153.125,191.15542521994135,['Hyundai Veracruz SUV 2012'],133
00114.jpg,6.6499999999999995,37.85915492957747,218.39999999999998,208.7511737089202,['Chevrolet Express Van 2007'],71
00115.jpg,14.560000000000002,75.50561797752809,210.56000000000003,203.86516853932585,['Dodge Caliber Wagon 2012'],83
00116.jpg,37.61832061068702,54.63414634146341,190.08651399491094,182.5691056910569,['Ford Edge SUV 2012'],110
00117.jpg,24.988047808764943,25.733681462140993,197.22709163346613,200.02088772845954,['Bentley Continental GT Coupe 2012'],42
00118.jpg,30.933333333333334,125.33333333333333,210.13333333333335,219.73333333333332,['Rolls-Royce Phantom Sedan 2012'],177
00119.jpg,28.327485380116958,80.77972709551656,197.63742690058479,209.5906432748538,['Jeep Liberty SUV 2012'],147
00120.jpg,3.3600000000000003,28.373333333333335,218.40000000000003,170.24,['Mercedes-Benz 300-Class Convertible 1993'],161
00121.jpg,17.15,66.73333333333333,170.45,212.33333333333334,['Ford Expedition EL SUV 2009'],109
00122.jpg,53.760000000000005,75.04,173.97333333333333,197.12,['BMW 1 Series Coupe 2012'],28
00123.jpg,16.10666666666667,80.78222222222222,208.42666666666668,180.76444444444445,['Jaguar XK XKR 2012'],144
00124.jpg,11.003508771929825,92.11214953271028,212.99649122807017,186.31775700934577,['Cadillac Escalade EXT Crew Cab 2007'],53
00125.jpg,14.765625,110.97916666666667,207.15625,197.3125,['BMW 3 Series Sedan 2012'],29
00126.jpg,12.32,51.69230769230769,217.84000000000003,204.66791744840526,['Chevrolet Cobalt SS 2010'],66
00127.jpg,24.929032258064513,59.61757105943152,194.01290322580644,186.37726098191214,['Chrysler 300 SRT-8 2010'],79
00128.jpg,43.98173515981735,53.1063829787234,181.55251141552512,193.36170212765958,['Audi A5 Coupe 2012'],13
00129.jpg,18.451400329489292,51.49425287356322,218.46457990115323,175.72413793103448,['Hyundai Accent Sedan 2012'],136
00130.jpg,33.25,75.13333333333334,190.04999999999998,171.73333333333335,['Isuzu Ascender SUV 2008'],143
00131.jpg,64.16666666666667,60.666666666666664,201.36666666666667,147.46666666666667,['Nissan 240SX Coupe 1998'],171
00132.jpg,34.65,36.4,194.95,181.53333333333333,['Dodge Journey SUV 2012'],89
00133.jpg,5.133333333333334,78.4,198.8,224.0,['Hyundai Elantra Sedan 2007'],135
00134.jpg,0.8296296296296296,2.3957219251336896,221.5111111111111,221.6042780748663,['Mercedes-Benz 300-Class Convertible 1993'],161
00135.jpg,1.303921568627451,67.25490196078431,183.16666666666669,200.5751633986928,['Chevrolet Traverse SUV 2012'],58
00136.jpg,15.680000000000001,34.84444444444444,208.32000000000002,194.13333333333333,['GMC Canyon Extended Cab 2012'],122
00137.jpg,15.749999999999998,46.2,207.54999999999998,188.06666666666666,['Scion xD Hatchback 2012'],178
00138.jpg,18.200000000000003,60.10275927687916,199.50000000000003,191.81731684110372,['Chevrolet Corvette ZR1 2012'],56
00139.jpg,20.160000000000004,90.01869158878505,175.84,201.3906542056075,['Suzuki SX4 Sedan 2012'],184
00140.jpg,21.7,44.333333333333336,221.54999999999998,202.53333333333333,['Volkswagen Golf Hatchback 1991'],191
00141.jpg,6.066666666666666,65.95555555555556,222.13333333333333,161.77777777777777,['Bentley Arnage Sedan 2009'],40
00142.jpg,17.0625,98.38945827232797,208.25,207.601756954612,['Chevrolet HHR SS 2010'],60
00143.jpg,24.25263157894737,26.629370629370626,190.65263157894736,215.1235431235431,['Land Rover LR2 SUV 2012'],155
00144.jpg,41.64507042253521,49.68421052631579,178.56901408450705,170.10526315789474,['Chevrolet Express Van 2007'],71
00145.jpg,20.16,8.597014925373134,176.36266666666668,211.34328358208955,['Hyundai Azera Sedan 2012'],140
00146.jpg,1.4933333333333334,6.746987951807228,222.5066666666667,218.6024096385542,['Bentley Continental GT Coupe 2012'],42
00147.jpg,2.2770012706480305,7.76878612716763,219.16137229987294,200.04624277456648,['Chrysler Aspen SUV 2009'],76
00148.jpg,8.399999999999999,36.4,212.79999999999998,176.86666666666667,['Toyota Camry Sedan 2012'],187
00149.jpg,27.00709219858156,1.2513966480446927,192.22695035460993,224.0,['Dodge Ram Pickup 3500 Crew Cab 2010'],86
00150.jpg,4.052631578947368,102.17543859649122,219.57894736842104,189.6140350877193,['Aston Martin V8 Vantage Convertible 2012'],8
00151.jpg,5.973333333333334,45.53846153846154,219.52,184.6153846153846,['Acura TSX Sedan 2012'],2
00151.jpg,5.973333333333334,45.53846153846154,219.52,184.6153846153846,['Acura TSX Sedan 2012'],5
04892.jpg,5.973333333333334,45.53846153846154,219.52,184.6153846153846,['Acura RL Sedan 2012'],2
04892.jpg,5.973333333333334,45.53846153846154,219.52,184.6153846153846,['Acura RL Sedan 2012'],5
00152.jpg,8.177777777777779,44.13134328358209,177.42222222222222,207.95223880597015,['Buick Regal GS 2012'],47
00153.jpg,2.0999999999999996,64.4,219.45,168.46666666666667,['BMW 3 Series Wagon 2012'],30
00154.jpg,9.520000000000001,90.46153846153847,215.60000000000002,209.35384615384618,['Audi 100 Wagon 1994'],18
00155.jpg,10.64,0.7466666666666667,221.90000000000003,209.06666666666666,['Jeep Compass SUV 2012'],149
00156.jpg,19.712,28.33734939759036,189.056,187.56626506024094,['Ram C/V Cargo Van Minivan 2012'],174
00157.jpg,7.0,37.91666666666667,212.84375,192.79166666666669,['Hyundai Sonata Sedan 2012'],138
00158.jpg,13.125,55.06666666666667,209.29999999999998,197.4,['Spyker C8 Convertible 2009'],179
00159.jpg,8.09375,40.54166666666667,216.125,202.41666666666669,['Audi S4 Sedan 2007'],24
00160.jpg,40.8576,29.44,195.6864,183.68,['Bentley Continental GT Coupe 2012'],42
00161.jpg,4.199999999999999,38.733333333333334,220.14999999999998,165.2,['Chevrolet Malibu Sedan 2007'],73
00162.jpg,14.186666666666667,32.85333333333333,204.58666666666667,191.64444444444445,['Rolls-Royce Ghost Sedan 2012'],176
00163.jpg,14.72,35.84,211.52,182.61333333333334,['AM General Hummer SUV 2000'],1
00164.jpg,11.243243243243244,33.48453608247422,206.7027027027027,200.90721649484533,['BMW X3 SUV 2012'],37
00165.jpg,12.096,65.88235294117646,219.52,222.98642533936652,['BMW M6 Convertible 2010'],36
00166.jpg,2.1132075471698113,42.93333333333334,212.37735849056602,152.44444444444446,['Ford Freestar Minivan 2007'],108
00167.jpg,9.672727272727272,21.992727272727272,218.39999999999998,210.15272727272728,['Bentley Mulsanne Sedan 2011'],41
00168.jpg,38.5,44.8,197.75,181.53333333333333,['Bentley Arnage Sedan 2009'],40
00169.jpg,3.2,47.38461538461538,224.0,174.46153846153845,['GMC Savana Van 2012'],119
00170.jpg,16.799999999999997,33.13333333333333,215.25,211.4,['GMC Savana Van 2012'],119
00171.jpg,30.613333333333333,51.40983606557377,195.62666666666667,208.0874316939891,['Audi TT Hatchback 2011'],19
00172.jpg,2.688,79.31803278688524,220.864,196.09180327868853,['Mercedes-Benz SL-Class Coupe 2009'],163
00173.jpg,10.98867924528302,34.33165829145729,214.70188679245283,192.4824120603015,['GMC Yukon Hybrid SUV 2012'],120
00174.jpg,11.243243243243244,33.48453608247422,215.35135135135135,183.58762886597935,['Chevrolet Silverado 1500 Hybrid Crew Cab 2012'],54
00175.jpg,19.32,50.431519699812384,206.92000000000002,210.97185741088182,['Ford E-Series Wagon Van 2012'],116
00176.jpg,9.84375,24.791666666666668,219.84375,162.75,['Chevrolet Cobalt SS 2010'],66
00177.jpg,31.36,15.116564417177916,208.0,207.50920245398774,['Buick Enclave SUV 2012'],50
00178.jpg,3.7333333333333334,37.33333333333333,212.8,197.33333333333331,['GMC Canyon Extended Cab 2012'],122
00179.jpg,14.7,52.733333333333334,210.35,204.86666666666667,['Land Rover LR2 SUV 2012'],155
00180.jpg,2.24,47.407407407407405,221.76000000000002,186.07407407407408,['Infiniti QX56 SUV 2011'],142
00181.jpg,18.375,74.66666666666667,199.71875,219.33333333333334,['Chevrolet TrailBlazer SS 2009'],68
00182.jpg,9.40625,69.06412005457025,218.96875,192.5238744884038,['Nissan Juke Hatchback 2012'],170
00183.jpg,2.24,13.440000000000001,219.52,186.66666666666669,['Mercedes-Benz 300-Class Convertible 1993'],161
00184.jpg,11.899999999999999,26.816901408450708,211.39999999999998,180.88262910798124,['Mercedes-Benz 300-Class Convertible 1993'],161
00185.jpg,8.399999999999999,16.333333333333332,217.0,204.4,['Hyundai Veracruz SUV 2012'],133
00186.jpg,5.052631578947368,81.04522613065326,214.73684210526315,200.36180904522612,['HUMMER H2 SUT Crew Cab 2009'],125
00187.jpg,0.56,76.16,224.00000000000003,174.34666666666666,['McLaren MP4-12C Coupe 2012'],160
00188.jpg,4.375,42.54161781946073,217.17499999999998,200.62837045720985,['Dodge Challenger SRT8 2011'],93
00189.jpg,6.3,7.0,204.04999999999998,196.46666666666667,['Suzuki SX4 Hatchback 2012'],183
00190.jpg,34.65,97.06666666666666,222.42499999999998,218.16666666666666,['Bugatti Veyron 16.4 Convertible 2009'],45
00191.jpg,38.528000000000006,35.82089552238806,195.328,201.55223880597015,['Isuzu Ascender SUV 2008'],143
00192.jpg,27.62666666666667,23.89333333333333,193.38666666666668,211.05777777777777,['Toyota 4Runner SUV 2012'],189
00193.jpg,17.9375,31.208333333333336,216.5625,210.875,['Buick Rainier SUV 2007'],48
00194.jpg,32.725,93.66751918158567,211.92499999999998,220.27621483375958,['Rolls-Royce Ghost Sedan 2012'],176
00195.jpg,23.333333333333332,70.3111111111111,204.24444444444444,159.9111111111111,['Chrysler Sebring Convertible 2010'],77
00196.jpg,19.413333333333334,45.79555555555555,198.61333333333334,212.0533333333333,['Volkswagen Golf Hatchback 2012'],190
00197.jpg,19.496296296296297,52.403669724770644,204.08888888888887,190.60550458715596,['Ford Edge SUV 2012'],110
00198.jpg,33.973333333333336,60.23111111111111,214.29333333333335,177.70666666666665,['Acura Integra Type R 2001'],6
00199.jpg,21.14,55.62666666666667,179.9,155.86666666666667,['Volkswagen Golf Hatchback 1991'],191
00200.jpg,19.764705882352942,48.31372549019608,198.30588235294118,164.26666666666665,['Audi V8 Sedan 1994'],16
00201.jpg,11.760000000000002,1.12,216.16000000000003,224.00000000000003,['Audi RS 4 Convertible 2008'],12
00202.jpg,32.620000000000005,45.55576382380506,171.92000000000002,169.4170571696345,['Dodge Dakota Crew Cab 2010'],90
00203.jpg,7.0,58.449999999999996,220.5,190.75,['Toyota Corolla Sedan 2012'],188
00204.jpg,8.213333333333333,80.85207100591717,212.05333333333334,200.14201183431953,['Honda Accord Coupe 2012'],128
00205.jpg,10.149999999999999,36.80751173708921,214.2,187.1924882629108,['Audi S4 Sedan 2012'],23
00206.jpg,40.949999999999996,103.60000000000001,195.29999999999998,202.53333333333333,['Aston Martin Virage Coupe 2012'],11
00207.jpg,14.774468085106383,71.65591397849462,208.74893617021277,155.35483870967744,['Dodge Challenger SRT8 2011'],93
00208.jpg,15.48936170212766,119.94326241134752,214.46808510638297,203.34751773049646,['Aston Martin V8 Vantage Convertible 2012'],8
00209.jpg,12.992,45.673163418290855,217.952,213.58920539730136,['Chevrolet Sonic Sedan 2012'],63
00210.jpg,2.8,37.333333333333336,223.64999999999998,170.8,['Porsche Panamera Sedan 2012'],173
00211.jpg,4.052631578947368,26.51889168765743,220.3157894736842,205.94458438287154,['Rolls-Royce Ghost Sedan 2012'],176
00212.jpg,6.918918918918919,23.092783505154635,219.67567567567568,178.96907216494844,['Chevrolet Monte Carlo Coupe 2007'],72
00213.jpg,27.62666666666667,61.724444444444444,194.88,190.1511111111111,['Volvo XC90 SUV 2007'],195
00214.jpg,15.3125,22.75,200.15625,186.66666666666669,['Ford F-150 Regular Cab 2007'],114
00215.jpg,32.86486486486487,57.73195876288659,191.13513513513516,159.34020618556698,['Chevrolet Monte Carlo Coupe 2007'],72
00216.jpg,32.666666666666664,93.33333333333333,206.88888888888889,182.5185185185185,['GMC Savana Van 2012'],119
00217.jpg,15.749999999999998,18.2,207.89999999999998,207.20000000000002,['Audi 100 Wagon 1994'],18
00218.jpg,21.840000000000003,70.18666666666667,188.72000000000003,182.93333333333334,['Chrysler Sebring Convertible 2010'],77
00219.jpg,31.15,0.6239554317548747,208.95,197.1699164345404,['Audi 100 Wagon 1994'],18
00220.jpg,7.466666666666667,64.08888888888889,215.6,215.91111111111113,['Ford Mustang Convertible 2007'],107
00221.jpg,12.992,14.211480362537765,213.696,202.34441087613294,['Aston Martin Virage Convertible 2012'],10
00222.jpg,32.15483870967742,33.48453608247422,196.9032258064516,195.1340206185567,['smart fortwo Convertible 2012'],196
00223.jpg,18.816,77.35735735735736,133.952,193.72972972972974,['FIAT 500 Abarth 2012'],99
00224.jpg,21.28,14.933333333333334,198.24,200.10666666666668,['Dodge Sprinter Cargo Van 2009'],88
00225.jpg,9.634408602150538,32.748538011695906,223.03655913978497,205.00584795321637,['GMC Acadia SUV 2012'],121
00226.jpg,39.78378378378379,17.31958762886598,174.7027027027027,180.12371134020617,['Ford Ranger SuperCab 2011'],111
00227.jpg,12.6,29.400000000000002,214.54999999999998,185.26666666666668,['Chevrolet Impala Sedan 2007'],61
00228.jpg,55.07053941908714,65.19402985074626,208.19917012448133,152.53731343283582,['Infiniti G Coupe IPL 2012'],141
00229.jpg,4.324324324324325,53.113402061855666,220.54054054054055,159.34020618556698,['Hyundai Accent Sedan 2012'],136
00230.jpg,13.50419032170857,43.750630630630624,223.57610164909437,200.02594594594592,['Suzuki SX4 Hatchback 2012'],183
00231.jpg,25.549999999999997,50.86666666666667,212.1,174.53333333333333,['Ford F-450 Super Duty Crew Cab 2012'],106
00232.jpg,5.6000000000000005,55.49549549549549,203.09333333333333,192.2162162162162,['Dodge Caliber Wagon 2007'],84
00233.jpg,38.64,26.03186504217432,209.3,199.64761012183692,['Volvo 240 Sedan 1993'],194
00234.jpg,14.74468085106383,81.536,180.36170212765956,213.696,['Hyundai Tucson SUV 2012'],132
00235.jpg,20.65,29.400000000000002,192.14999999999998,188.53333333333333,['Ford Ranger SuperCab 2011'],111
00236.jpg,7.093333333333334,68.69333333333333,213.17333333333335,211.05777777777777,['Acura ZDX Hatchback 2012'],7
00237.jpg,6.16,7.466666666666667,221.76000000000002,197.86666666666667,['Chevrolet Avalanche Crew Cab 2012'],65
00238.jpg,60.85333333333334,51.08771929824561,196.74666666666667,194.2456140350877,['BMW ActiveHybrid 5 Sedan 2012'],26
00239.jpg,3.4594594594594597,21.938144329896904,220.54054054054055,198.59793814432987,['Audi V8 Sedan 1994'],16
00240.jpg,33.6,59.733333333333334,187.41333333333336,170.24,['Hyundai Sonata Sedan 2012'],138
00241.jpg,7.0,17.208333333333336,221.15625,206.79166666666669,['Nissan Juke Hatchback 2012'],170
00242.jpg,8.0,56.53333333333333,218.4,178.13333333333333,['Ferrari California Convertible 2012'],102
